coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chr5:32394430-32394451,miRNA,-,MIMAT0026616,MIMAT0026616,hsa-miR-579-5p,MI0003586,1,1,0,4
chr5:36147946-36147967,miRNA,-,MIMAT0026617,MIMAT0026617,hsa-miR-580-5p,MI0003587,0,0,0,0
chr5:169263649-169263670,miRNA,-,MIMAT0026618,MIMAT0026618,hsa-miR-585-5p,MI0003592,0,0,0,0
chr8:9741729-9741751,miRNA,+,MIMAT0026619,MIMAT0026619,hsa-miR-597-3p,MI0003609,3,5,3,2
chr8:11035257-11035279,miRNA,-,MIMAT0026620,MIMAT0026620,hsa-miR-598-5p,MI0003610,10,0,0,0
chr10:51299623-51299644,miRNA,+,MIMAT0026621,MIMAT0026621,hsa-miR-605-3p,MI0003618,0,0,0,7
chr12:108836962-108836983,miRNA,-,MIMAT0026622,MIMAT0026622,hsa-miR-619-5p,MI0003633,0,0,0,0
chr15:42199593-42199612,miRNA,-,MIMAT0026623,MIMAT0026623,hsa-miR-627-3p,MI0003641,1,0,0,0
chrX:8127018-8127039,miRNA,+,MIMAT0026624,MIMAT0026624,hsa-miR-651-3p,MI0003666,0,0,0,0
chr7:93482784-93482805,miRNA,-,MIMAT0026625,MIMAT0026625,hsa-miR-653-3p,MI0003674,1,0,0,1
chr14:101049572-101049593,miRNA,+,MIMAT0026626,MIMAT0026626,hsa-miR-655-5p,MI0003677,0,0,0,0
chr14:101066731-101066751,miRNA,+,MIMAT0026627,MIMAT0026627,hsa-miR-656-5p,MI0003678,0,0,0,0
chr14:101055264-101055282,miRNA,+,MIMAT0026636,MIMAT0026636,hsa-miR-668-5p,MI0003761,0,0,0,0
chr10:63372969-63372990,miRNA,-,MIMAT0026637,MIMAT0026637,hsa-miR-1296-3p,MI0003780,0,0,0,0
chrX:63786012-63786033,miRNA,-,MIMAT0026638,MIMAT0026638,hsa-miR-1468-3p,MI0003782,0,0,0,0
chr2:25328689-25328707,miRNA,-,MIMAT0026639,MIMAT0026639,hsa-miR-1301-5p,MI0003815,2,0,0,0
chr11:43559714-43559734,miRNA,+,MIMAT0026640,MIMAT0026640,hsa-miR-670-3p,MI0003933,0,0,0,0
chrX:114715304-114715324,miRNA,+,MIMAT0026641,MIMAT0026641,hsa-miR-1298-3p,MI0003938,1,0,1,3
chrX:146027804-146027825,miRNA,-,MIMAT0026717,MIMAT0026717,hsa-miR-891a-3p,MI0005524,0,0,0,0
chr5:137647618-137647640,miRNA,-,MIMAT0026718,MIMAT0026718,hsa-miR-874-5p,MI0005532,0,1,0,0
chr14:101047911-101047932,miRNA,+,MIMAT0026719,MIMAT0026719,hsa-miR-889-5p,MI0005540,0,0,0,2
chr5:15935191-15935211,miRNA,+,MIMAT0026720,MIMAT0026720,hsa-miR-887-5p,MI0005562,5,4,1,7
chr2:56000724-56000747,miRNA,-,MIMAT0026721,MIMAT0026721,hsa-miR-216b-3p,MI0005569,0,0,0,0
chr14:23418032-23418053,miRNA,-,MIMAT0026722,MIMAT0026722,hsa-miR-208b-5p,MI0005570,0,0,0,0
chr1:117094695-117094716,miRNA,+,MIMAT0026734,MIMAT0026734,hsa-miR-942-3p,MI0005767,7,0,0,0
chr17:19344548-19344568,miRNA,-,MIMAT0026735,MIMAT0026735,hsa-miR-1180-5p,MI0006273,0,0,0,0
chr10:110988940-110988961,miRNA,+,MIMAT0026736,MIMAT0026736,hsa-miR-548e-5p,MI0006344,0,0,0,0
chr22:26555239-26555259,miRNA,-,MIMAT0026737,MIMAT0026737,hsa-miR-548j-3p,MI0006345,0,0,0,0
chr10:98395232-98395253,miRNA,-,MIMAT0026738,MIMAT0026738,hsa-miR-1287-3p,MI0006349,1,0,0,0
chr10:54607926-54607947,miRNA,-,MIMAT0026739,MIMAT0026739,hsa-miR-548f-5p,MI0006374,0,0,0,0
chr17:81133228-81133246,miRNA,-,MIMAT0026740,MIMAT0026740,hsa-miR-1250-3p,MI0006385,0,0,0,0
chr12:97491951-97491971,miRNA,+,MIMAT0026741,MIMAT0026741,hsa-miR-1251-3p,MI0006386,0,0,0,0
chr15:52277131-52277152,miRNA,-,MIMAT0026742,MIMAT0026742,hsa-miR-1266-3p,MI0006403,0,0,0,0
chr17:16282028-16282050,miRNA,+,MIMAT0026743,MIMAT0026743,hsa-miR-1288-5p,MI0006432,0,0,0,0
chr12:79419296-79419317,miRNA,+,MIMAT0026744,MIMAT0026744,hsa-miR-1252-3p,MI0006434,0,0,0,0
chrX:147199057-147199078,miRNA,-,MIMAT0026749,MIMAT0026749,hsa-miR-513b-3p,MI0006648,0,0,0,0
chr1:235853037-235853058,miRNA,-,MIMAT0026765,MIMAT0026765,hsa-miR-1537-5p,MI0007258,0,0,0,0
chr11:61815172-61815192,miRNA,-,MIMAT0026916,MIMAT0026916,hsa-miR-1908-3p,MI0008329,0,0,0,0
chr16:85741631-85741650,miRNA,-,MIMAT0026917,MIMAT0026917,hsa-miR-1910-3p,MI0008331,0,0,0,0
chr13:24162431-24162452,miRNA,+,MIMAT0026921,MIMAT0026921,hsa-miR-2276-5p,MI0011282,0,0,0,1
chr8:103154662-103154681,miRNA,+,MIMAT0027026,MIMAT0027026,hsa-miR-3151-3p,MI0014178,2,5,0,0
chr20:18470662-18470682,miRNA,+,MIMAT0027027,MIMAT0027027,hsa-miR-3192-3p,MI0014237,0,1,0,0
chrX:50010722-50010741,miRNA,+,MIMAT0027032,MIMAT0027032,hsa-miR-500b-3p,MI0015903,43,14,1,10
chr5:171386712-171386732,miRNA,-,MIMAT0027036,MIMAT0027036,hsa-miR-3912-5p,MI0016416,0,0,0,0
chr22:31160095-31160117,miRNA,-,MIMAT0027037,MIMAT0027037,hsa-miR-3928-5p,MI0016438,0,0,0,0
chr11:34941851-34941872,miRNA,+,MIMAT0027038,MIMAT0027038,hsa-miR-1343-5p,MI0017320,1,3,0,0
chr19:49682174-49682194,miRNA,+,MIMAT0027041,MIMAT0027041,hsa-miR-5088-3p,MI0017977,0,0,0,0
chr16:88468984-88469004,miRNA,+,MIMAT0027088,MIMAT0027088,hsa-miR-5189-3p,MI0018168,1,0,0,0
chr10:641748-641769,miRNA,-,MIMAT0027103,MIMAT0027103,hsa-miR-5699-5p,MI0019306,19,10,6,14
chr6:1390359-1390381,miRNA,-,MIMAT0027345,MIMAT0027345,hsa-miR-6720-5p,MI0022555,1,0,0,0
chr1:1296145-1296165,miRNA,-,MIMAT0027353,MIMAT0027353,hsa-miR-6726-5p,MI0022571,0,1,1,0
chr1:1296110-1296129,miRNA,-,MIMAT0027354,MIMAT0027354,hsa-miR-6726-3p,MI0022571,0,3,1,0
chr1:1312539-1312561,miRNA,-,MIMAT0027355,MIMAT0027355,hsa-miR-6727-5p,MI0022572,3,2,0,0
chr1:1312502-1312521,miRNA,-,MIMAT0027356,MIMAT0027356,hsa-miR-6727-3p,MI0022572,0,0,0,0
chr1:8866563-8866585,miRNA,-,MIMAT0027357,MIMAT0027357,hsa-miR-6728-5p,MI0022573,2,0,0,2
chr1:8866502-8866522,miRNA,-,MIMAT0027358,MIMAT0027358,hsa-miR-6728-3p,MI0022573,0,0,0,0
chr1:12029163-12029184,miRNA,+,MIMAT0027359,MIMAT0027359,hsa-miR-6729-5p,MI0022574,1,0,0,0
chr1:12029202-12029222,miRNA,+,MIMAT0027360,MIMAT0027360,hsa-miR-6729-3p,MI0022574,0,0,0,0
chr1:12578996-12579018,miRNA,-,MIMAT0027361,MIMAT0027361,hsa-miR-6730-5p,MI0022575,9,3,0,0
chr1:12578958-12578979,miRNA,-,MIMAT0027362,MIMAT0027362,hsa-miR-6730-3p,MI0022575,0,0,0,0
chr1:24919390-24919411,miRNA,-,MIMAT0027363,MIMAT0027363,hsa-miR-6731-5p,MI0022576,0,0,7,0
chr1:24919345-24919365,miRNA,-,MIMAT0027364,MIMAT0027364,hsa-miR-6731-3p,MI0022576,1,0,0,0
chr1:37480235-37480254,miRNA,+,MIMAT0027365,MIMAT0027365,hsa-miR-6732-5p,MI0022577,0,0,0,0
chr1:37480267-37480289,miRNA,+,MIMAT0027366,MIMAT0027366,hsa-miR-6732-3p,MI0022577,0,0,0,0
chr1:43171686-43171707,miRNA,-,MIMAT0027367,MIMAT0027367,hsa-miR-6733-5p,MI0022578,0,0,0,2
chr1:43171652-43171671,miRNA,-,MIMAT0027368,MIMAT0027368,hsa-miR-6733-3p,MI0022578,0,0,0,0
chr1:43364688-43364710,miRNA,-,MIMAT0027369,MIMAT0027369,hsa-miR-6734-5p,MI0022579,0,0,0,0
chr1:43364648-43364670,miRNA,-,MIMAT0027370,MIMAT0027370,hsa-miR-6734-3p,MI0022579,0,1,0,0
chr1:43448544-43448568,miRNA,+,MIMAT0027371,MIMAT0027371,hsa-miR-6735-5p,MI0022580,7,5,0,0
chr1:43448590-43448611,miRNA,+,MIMAT0027372,MIMAT0027372,hsa-miR-6735-3p,MI0022580,1,0,0,0
chr1:145850620-145850640,miRNA,-,MIMAT0027373,MIMAT0027373,hsa-miR-6736-5p,MI0022581,0,0,0,1
chr1:145850587-145850607,miRNA,-,MIMAT0027374,MIMAT0027374,hsa-miR-6736-3p,MI0022581,0,0,0,0
chr1:153962395-153962415,miRNA,-,MIMAT0027375,MIMAT0027375,hsa-miR-6737-5p,MI0022582,0,0,0,0
chr1:153962351-153962372,miRNA,-,MIMAT0027376,MIMAT0027376,hsa-miR-6737-3p,MI0022582,0,1,1,1
chr1:155951309-155951331,miRNA,-,MIMAT0027377,MIMAT0027377,hsa-miR-6738-5p,MI0022583,0,0,0,0
chr1:155951273-155951296,miRNA,-,MIMAT0027378,MIMAT0027378,hsa-miR-6738-3p,MI0022583,3,0,1,4
chr1:201863378-201863399,miRNA,+,MIMAT0027379,MIMAT0027379,hsa-miR-6739-5p,MI0022584,4,0,0,0
chr1:201863427-201863447,miRNA,+,MIMAT0027380,MIMAT0027380,hsa-miR-6739-3p,MI0022584,0,0,0,0
chr1:202003129-202003150,miRNA,+,MIMAT0027381,MIMAT0027381,hsa-miR-6740-5p,MI0022585,0,0,0,1
chr1:202003215-202003236,miRNA,+,MIMAT0027382,MIMAT0027382,hsa-miR-6740-3p,MI0022585,0,0,0,0
chr1:225922116-225922137,miRNA,-,MIMAT0027383,MIMAT0027383,hsa-miR-6741-5p,MI0022586,3,6,0,2
chr1:225922080-225922101,miRNA,-,MIMAT0027384,MIMAT0027384,hsa-miR-6741-3p,MI0022586,1,0,0,0
chr1:228397083-228397104,miRNA,-,MIMAT0027385,MIMAT0027385,hsa-miR-6742-5p,MI0022587,0,0,0,0
chr1:228397048-228397067,miRNA,-,MIMAT0027386,MIMAT0027386,hsa-miR-6742-3p,MI0022587,0,0,1,0
chr11:209341-209362,miRNA,+,MIMAT0027387,MIMAT0027387,hsa-miR-6743-5p,MI0022588,0,0,0,0
chr11:209383-209405,miRNA,+,MIMAT0027388,MIMAT0027388,hsa-miR-6743-3p,MI0022588,0,0,0,0
chr11:1256610-1256628,miRNA,+,MIMAT0027389,MIMAT0027389,hsa-miR-6744-5p,MI0022589,1,0,7,13
chr11:1256648-1256670,miRNA,+,MIMAT0027390,MIMAT0027390,hsa-miR-6744-3p,MI0022589,0,0,0,0
chr11:47179615-47179635,miRNA,-,MIMAT0027391,MIMAT0027391,hsa-miR-6745,MI0022590,0,0,0,0
chr11:61878252-61878273,miRNA,-,MIMAT0027392,MIMAT0027392,hsa-miR-6746-5p,MI0022591,0,0,0,0
chr11:61878216-61878237,miRNA,-,MIMAT0027393,MIMAT0027393,hsa-miR-6746-3p,MI0022591,0,0,0,0
chr11:62567043-62567066,miRNA,-,MIMAT0027394,MIMAT0027394,hsa-miR-6747-5p,MI0022592,0,0,0,0
chr11:62567011-62567031,miRNA,-,MIMAT0027395,MIMAT0027395,hsa-miR-6747-3p,MI0022592,0,4,0,0
chr11:62789820-62789841,miRNA,+,MIMAT0027396,MIMAT0027396,hsa-miR-6748-5p,MI0022593,0,0,2,0
chr11:62789865-62789885,miRNA,+,MIMAT0027397,MIMAT0027397,hsa-miR-6748-3p,MI0022593,0,0,0,0
chr11:64902429-64902450,miRNA,-,MIMAT0027398,MIMAT0027398,hsa-miR-6749-5p,MI0022594,0,0,0,0
chr11:64902387-64902407,miRNA,-,MIMAT0027399,MIMAT0027399,hsa-miR-6749-3p,MI0022594,0,0,0,0
chr11:64898409-64898432,miRNA,-,MIMAT0027400,MIMAT0027400,hsa-miR-6750-5p,MI0022595,2,0,1,0
chr11:64898363-64898383,miRNA,-,MIMAT0027401,MIMAT0027401,hsa-miR-6750-3p,MI0022595,0,0,0,0
chr11:65129951-65129973,miRNA,-,MIMAT0027402,MIMAT0027402,hsa-miR-6751-5p,MI0022596,1,0,0,0
chr11:65129916-65129936,miRNA,-,MIMAT0027403,MIMAT0027403,hsa-miR-6751-3p,MI0022596,0,0,0,1
chr11:67490250-67490271,miRNA,+,MIMAT0027404,MIMAT0027404,hsa-miR-6752-5p,MI0022597,0,0,0,0
chr11:67490295-67490315,miRNA,+,MIMAT0027405,MIMAT0027405,hsa-miR-6752-3p,MI0022597,0,0,1,0
chr11:68044794-68044815,miRNA,+,MIMAT0027406,MIMAT0027406,hsa-miR-6753-5p,MI0022598,0,1,0,0
chr11:68044932-68044953,miRNA,+,MIMAT0027407,MIMAT0027407,hsa-miR-6753-3p,MI0022598,0,0,1,1
chr11:71473508-71473529,miRNA,+,MIMAT0027408,MIMAT0027408,hsa-miR-6754-5p,MI0022599,2,0,1,0
chr11:71473546-71473567,miRNA,+,MIMAT0027409,MIMAT0027409,hsa-miR-6754-3p,MI0022599,0,0,0,0
chr11:86278338-86278359,miRNA,+,MIMAT0027410,MIMAT0027410,hsa-miR-6755-5p,MI0022600,0,0,0,3
chr11:86278377-86278398,miRNA,+,MIMAT0027411,MIMAT0027411,hsa-miR-6755-3p,MI0022600,0,0,0,0
chr11:119312985-119313007,miRNA,-,MIMAT0027412,MIMAT0027412,hsa-miR-6756-5p,MI0022601,3,2,0,0
chr11:119312950-119312969,miRNA,-,MIMAT0027413,MIMAT0027413,hsa-miR-6756-3p,MI0022601,0,0,0,0
chr12:53056949-53056970,miRNA,+,MIMAT0027414,MIMAT0027414,hsa-miR-6757-5p,MI0022602,2,0,0,0
chr12:53056990-53057011,miRNA,+,MIMAT0027415,MIMAT0027415,hsa-miR-6757-3p,MI0022602,0,0,0,0
chr12:57512693-57512715,miRNA,+,MIMAT0027416,MIMAT0027416,hsa-miR-6758-5p,MI0022603,0,0,0,0
chr12:57512731-57512750,miRNA,+,MIMAT0027417,MIMAT0027417,hsa-miR-6758-3p,MI0022603,0,2,0,0
chr12:57748656-57748677,miRNA,-,MIMAT0027418,MIMAT0027418,hsa-miR-6759-5p,MI0022604,2,0,0,0
chr12:57748618-57748639,miRNA,-,MIMAT0027419,MIMAT0027419,hsa-miR-6759-3p,MI0022604,0,0,0,0
chr12:111304147-111304169,miRNA,+,MIMAT0027420,MIMAT0027420,hsa-miR-6760-5p,MI0022605,0,0,0,0
chr12:111304189-111304209,miRNA,+,MIMAT0027421,MIMAT0027421,hsa-miR-6760-3p,MI0022605,0,0,0,0
chr12:111799839-111799859,miRNA,+,MIMAT0027422,MIMAT0027422,hsa-miR-6761-5p,MI0022606,0,0,0,0
chr12:111799882-111799903,miRNA,+,MIMAT0027423,MIMAT0027423,hsa-miR-6761-3p,MI0022606,0,0,0,0
chr12:113291528-113291550,miRNA,+,MIMAT0027424,MIMAT0027424,hsa-miR-6762-5p,MI0022607,1,0,0,0
chr12:113291586-113291608,miRNA,+,MIMAT0027425,MIMAT0027425,hsa-miR-6762-3p,MI0022607,2,0,2,0
chr12:132582002-132582020,miRNA,+,MIMAT0027426,MIMAT0027426,hsa-miR-6763-5p,MI0022608,3,0,0,0
chr12:132582041-132582061,miRNA,+,MIMAT0027427,MIMAT0027427,hsa-miR-6763-3p,MI0022608,0,0,0,0
chr14:100277362-100277383,miRNA,+,MIMAT0027428,MIMAT0027428,hsa-miR-6764-5p,MI0022609,3,0,0,0
chr14:100277397-100277417,miRNA,+,MIMAT0027429,MIMAT0027429,hsa-miR-6764-3p,MI0022609,0,0,0,0
chr14:105150840-105150864,miRNA,-,MIMAT0027430,MIMAT0027430,hsa-miR-6765-5p,MI0022610,0,0,0,0
chr14:105150778-105150798,miRNA,-,MIMAT0027431,MIMAT0027431,hsa-miR-6765-3p,MI0022610,0,0,0,0
chr15:89326782-89326805,miRNA,-,MIMAT0027432,MIMAT0027432,hsa-miR-6766-5p,MI0022611,1,0,0,0
chr15:89326742-89326763,miRNA,-,MIMAT0027433,MIMAT0027433,hsa-miR-6766-3p,MI0022611,0,0,0,0
chr16:2445397-2445419,miRNA,+,MIMAT0027434,MIMAT0027434,hsa-miR-6767-5p,MI0022612,2,0,0,0
chr16:2445436-2445457,miRNA,+,MIMAT0027435,MIMAT0027435,hsa-miR-6767-3p,MI0022612,0,0,0,0
chr16:2463972-2463994,miRNA,+,MIMAT0027436,MIMAT0027436,hsa-miR-6768-5p,MI0022613,0,0,0,0
chr16:2464011-2464034,miRNA,+,MIMAT0027437,MIMAT0027437,hsa-miR-6768-3p,MI0022613,0,0,0,0
chr16:4671323-4671343,miRNA,+,MIMAT0027438,MIMAT0027438,hsa-miR-6769a-5p,MI0022614,0,0,0,0
chr16:4671370-4671390,miRNA,+,MIMAT0027439,MIMAT0027439,hsa-miR-6769a-3p,MI0022614,0,0,0,0
chr16:14930825-14930848,miRNA,+,MIMAT0027440,MIMAT0027440,hsa-miR-6770-5p,MI0022615,0,0,0,0
chr16:16329310-16329333,miRNA,+,MIMAT0027440_1,MIMAT0027440,hsa-miR-6770-5p,MI0026418,0,0,0,0
chr16:18379382-18379405,miRNA,-,MIMAT0027440_2,MIMAT0027440,hsa-miR-6770-5p,MI0026419,0,0,0,0
chr16:14930859-14930879,miRNA,+,MIMAT0027441,MIMAT0027441,hsa-miR-6770-3p,MI0022615,0,0,0,0
chr16:16329344-16329364,miRNA,+,MIMAT0027441_1,MIMAT0027441,hsa-miR-6770-3p,MI0026418,0,0,0,0
chr16:18379351-18379371,miRNA,-,MIMAT0027441_2,MIMAT0027441,hsa-miR-6770-3p,MI0026419,0,0,0,0
chr16:50292621-50292642,miRNA,+,MIMAT0027442,MIMAT0027442,hsa-miR-6771-5p,MI0022616,0,0,0,0
chr16:50292655-50292675,miRNA,+,MIMAT0027443,MIMAT0027443,hsa-miR-6771-3p,MI0022616,0,0,0,0
chr16:57772326-57772347,miRNA,-,MIMAT0027444,MIMAT0027444,hsa-miR-6772-5p,MI0022617,3,0,0,0
chr16:57772290-57772312,miRNA,-,MIMAT0027445,MIMAT0027445,hsa-miR-6772-3p,MI0022617,1,6,0,0
chr16:68233472-68233494,miRNA,-,MIMAT0027446,MIMAT0027446,hsa-miR-6773-5p,MI0022618,0,0,0,0
chr16:68233426-68233447,miRNA,-,MIMAT0027447,MIMAT0027447,hsa-miR-6773-3p,MI0022618,0,0,0,0
chr16:85918352-85918376,miRNA,+,MIMAT0027448,MIMAT0027448,hsa-miR-6774-5p,MI0022619,0,0,0,0
chr16:85918396-85918416,miRNA,+,MIMAT0027449,MIMAT0027449,hsa-miR-6774-3p,MI0022619,0,0,0,0
chr16:87834631-87834655,miRNA,-,MIMAT0027450,MIMAT0027450,hsa-miR-6775-5p,MI0022620,0,0,0,0
chr16:87834592-87834612,miRNA,-,MIMAT0027451,MIMAT0027451,hsa-miR-6775-3p,MI0022620,0,0,0,1
chr17:2692896-2692914,miRNA,-,MIMAT0027452,MIMAT0027452,hsa-miR-6776-5p,MI0022621,0,0,0,0
chr17:2692861-2692883,miRNA,-,MIMAT0027453,MIMAT0027453,hsa-miR-6776-3p,MI0022621,0,0,0,0
chr17:17813518-17813540,miRNA,-,MIMAT0027454,MIMAT0027454,hsa-miR-6777-5p,MI0022622,5,7,0,0
chr17:17813480-17813499,miRNA,-,MIMAT0027455,MIMAT0027455,hsa-miR-6777-3p,MI0022622,1,1,0,0
chr17:18340860-18340881,miRNA,-,MIMAT0027456,MIMAT0027456,hsa-miR-6778-5p,MI0022623,0,0,0,0
chr17:18340814-18340834,miRNA,-,MIMAT0027457,MIMAT0027457,hsa-miR-6778-3p,MI0022623,0,0,0,0
chr17:38914984-38915004,miRNA,+,MIMAT0027458,MIMAT0027458,hsa-miR-6779-5p,MI0022624,0,0,0,0
chr17:38915017-38915037,miRNA,+,MIMAT0027459,MIMAT0027459,hsa-miR-6779-3p,MI0022624,0,0,0,0
chr17:42708124-42708146,miRNA,-,MIMAT0027460,MIMAT0027460,hsa-miR-6780a-5p,MI0022625,1,0,1,0
chr17:42708084-42708104,miRNA,-,MIMAT0027461,MIMAT0027461,hsa-miR-6780a-3p,MI0022625,0,0,0,0
chr17:42823918-42823938,miRNA,-,MIMAT0027462,MIMAT0027462,hsa-miR-6781-5p,MI0022626,0,0,0,0
chr17:42823880-42823901,miRNA,-,MIMAT0027463,MIMAT0027463,hsa-miR-6781-3p,MI0022626,2,0,0,0
chr17:44207810-44207834,miRNA,-,MIMAT0027464,MIMAT0027464,hsa-miR-6782-5p,MI0022627,0,0,0,0
chr17:44207772-44207794,miRNA,-,MIMAT0027465,MIMAT0027465,hsa-miR-6782-3p,MI0022627,0,0,0,0
chr17:44934655-44934676,miRNA,-,MIMAT0027466,MIMAT0027466,hsa-miR-6783-5p,MI0022628,0,0,0,0
chr17:44934618-44934639,miRNA,-,MIMAT0027467,MIMAT0027467,hsa-miR-6783-3p,MI0022628,3,6,1,1
chr17:45114409-45114428,miRNA,-,MIMAT0027468,MIMAT0027468,hsa-miR-6784-5p,MI0022629,0,0,0,0
chr17:45114367-45114388,miRNA,-,MIMAT0027469,MIMAT0027469,hsa-miR-6784-3p,MI0022629,0,0,0,0
chr17:75498553-75498574,miRNA,+,MIMAT0027470,MIMAT0027470,hsa-miR-6785-5p,MI0022630,0,2,0,0
chr17:75498608-75498628,miRNA,+,MIMAT0027471,MIMAT0027471,hsa-miR-6785-3p,MI0022630,0,0,0,0
chr17:81693809-81693829,miRNA,+,MIMAT0027472,MIMAT0027472,hsa-miR-6786-5p,MI0022631,0,0,0,0
chr17:81693844-81693866,miRNA,+,MIMAT0027473,MIMAT0027473,hsa-miR-6786-3p,MI0022631,0,0,0,0
chr17:82236673-82236694,miRNA,+,MIMAT0027474,MIMAT0027474,hsa-miR-6787-5p,MI0022632,4,0,0,1
chr17:82236707-82236728,miRNA,+,MIMAT0027475,MIMAT0027475,hsa-miR-6787-3p,MI0022632,0,1,1,0
chr18:10759624-10759644,miRNA,-,MIMAT0027476,MIMAT0027476,hsa-miR-6788-5p,MI0022633,0,2,0,0
chr18:10759584-10759605,miRNA,-,MIMAT0027477,MIMAT0027477,hsa-miR-6788-3p,MI0022633,2,5,0,0
chr19:2235899-2235922,miRNA,-,MIMAT0027478,MIMAT0027478,hsa-miR-6789-5p,MI0022634,0,0,0,0
chr19:2235829-2235849,miRNA,-,MIMAT0027479,MIMAT0027479,hsa-miR-6789-3p,MI0022634,1,2,0,0
chr19:6392961-6392983,miRNA,-,MIMAT0027480,MIMAT0027480,hsa-miR-6790-5p,MI0022635,0,0,0,0
chr19:6392925-6392945,miRNA,-,MIMAT0027481,MIMAT0027481,hsa-miR-6790-3p,MI0022635,0,0,0,0
chr19:6736752-6736773,miRNA,-,MIMAT0027482,MIMAT0027482,hsa-miR-6791-5p,MI0022636,1,0,0,0
chr19:6736712-6736732,miRNA,-,MIMAT0027483,MIMAT0027483,hsa-miR-6791-3p,MI0022636,0,0,0,0
chr19:7617439-7617459,miRNA,+,MIMAT0027484,MIMAT0027484,hsa-miR-6792-5p,MI0022637,0,0,0,0
chr19:7617480-7617501,miRNA,+,MIMAT0027485,MIMAT0027485,hsa-miR-6792-3p,MI0022637,0,0,0,0
chr19:10828978-10828999,miRNA,+,MIMAT0027486,MIMAT0027486,hsa-miR-6793-5p,MI0022638,3,0,0,0
chr19:10829016-10829035,miRNA,+,MIMAT0027487,MIMAT0027487,hsa-miR-6793-3p,MI0022638,0,0,0,0
chr19:12852265-12852284,miRNA,+,MIMAT0027488,MIMAT0027488,hsa-miR-6794-5p,MI0022639,2,0,0,0
chr19:12852306-12852325,miRNA,+,MIMAT0027489,MIMAT0027489,hsa-miR-6794-3p,MI0022639,0,0,0,0
chr19:15179322-15179345,miRNA,-,MIMAT0027490,MIMAT0027490,hsa-miR-6795-5p,MI0022640,0,0,0,0
chr19:15179283-15179303,miRNA,-,MIMAT0027491,MIMAT0027491,hsa-miR-6795-3p,MI0022640,0,0,0,0
chr19:40369851-40369873,miRNA,+,MIMAT0027492,MIMAT0027492,hsa-miR-6796-5p,MI0022641,0,0,0,0
chr19:40369887-40369907,miRNA,+,MIMAT0027493,MIMAT0027493,hsa-miR-6796-3p,MI0022641,0,0,0,0
chr19:41869632-41869656,miRNA,+,MIMAT0027494,MIMAT0027494,hsa-miR-6797-5p,MI0022642,0,0,0,0
chr19:41869675-41869696,miRNA,+,MIMAT0027495,MIMAT0027495,hsa-miR-6797-3p,MI0022642,0,0,0,0
chr19:49009911-49009933,miRNA,+,MIMAT0027496,MIMAT0027496,hsa-miR-6798-5p,MI0022643,0,0,0,0
chr19:49009952-49009972,miRNA,+,MIMAT0027497,MIMAT0027497,hsa-miR-6798-3p,MI0022643,1,2,1,2
chr19:49791871-49791890,miRNA,+,MIMAT0027498,MIMAT0027498,hsa-miR-6799-5p,MI0022644,0,0,0,0
chr19:49791912-49791934,miRNA,+,MIMAT0027499,MIMAT0027499,hsa-miR-6799-3p,MI0022644,0,0,0,0
chr19:49832022-49832042,miRNA,+,MIMAT0027500,MIMAT0027500,hsa-miR-6800-5p,MI0022645,0,0,0,0
chr19:49832076-49832096,miRNA,+,MIMAT0027501,MIMAT0027501,hsa-miR-6800-3p,MI0022645,0,0,0,0
chr19:52222025-52222047,miRNA,+,MIMAT0027502,MIMAT0027502,hsa-miR-6801-5p,MI0022646,0,0,0,0
chr19:52222074-52222093,miRNA,+,MIMAT0027503,MIMAT0027503,hsa-miR-6801-3p,MI0022646,0,0,0,0
chr19:55239952-55239971,miRNA,-,MIMAT0027504,MIMAT0027504,hsa-miR-6802-5p,MI0022647,0,0,0,0
chr19:55239912-55239933,miRNA,-,MIMAT0027505,MIMAT0027505,hsa-miR-6802-3p,MI0022647,0,0,0,0
chr19:55245224-55245245,miRNA,-,MIMAT0027506,MIMAT0027506,hsa-miR-6803-5p,MI0022648,0,0,0,0
chr19:55245186-55245207,miRNA,-,MIMAT0027507,MIMAT0027507,hsa-miR-6803-3p,MI0022648,1,1,0,0
chr19:55230927-55230947,miRNA,-,MIMAT0027508,MIMAT0027508,hsa-miR-6804-5p,MI0022649,1,0,0,0
chr19:55230885-55230906,miRNA,-,MIMAT0027509,MIMAT0027509,hsa-miR-6804-3p,MI0022649,0,0,0,0
chr19:55388186-55388207,miRNA,+,MIMAT0027510,MIMAT0027510,hsa-miR-6805-5p,MI0022650,6,4,0,0
chr19:55388220-55388242,miRNA,+,MIMAT0027511,MIMAT0027511,hsa-miR-6805-3p,MI0022650,1,0,0,0
chr19:58334693-58334716,miRNA,+,MIMAT0027512,MIMAT0027512,hsa-miR-6806-5p,MI0022651,0,0,0,0
chr19:58334730-58334751,miRNA,+,MIMAT0027513,MIMAT0027513,hsa-miR-6806-3p,MI0022651,0,0,0,0
chr19:58550285-58550306,miRNA,+,MIMAT0027514,MIMAT0027514,hsa-miR-6807-5p,MI0022652,3,3,0,4
chr19:58550354-58550376,miRNA,+,MIMAT0027515,MIMAT0027515,hsa-miR-6807-3p,MI0022652,0,0,0,0
chr1:1339682-1339703,miRNA,-,MIMAT0027516,MIMAT0027516,hsa-miR-6808-5p,MI0022653,0,0,0,0
